             v1        OLR1_CO2        OLR2_CO2
      132.10000         0.09735         0.09730
      133.10000         0.09857         0.09851
      134.10000         0.09979         0.09973
      135.10000         0.10101         0.10096
      136.10000         0.10224         0.10218
      137.10000         0.10347         0.10341
      138.10000         0.10471         0.10465
      139.10000         0.10595         0.10589
      140.10000         0.10719         0.10713
      141.10000         0.10843         0.10837
      142.10000         0.10968         0.10962
      143.10000         0.11093         0.11087
      144.10000         0.11219         0.11212
      145.10000         0.11345         0.11338
      146.10000         0.11471         0.11464
      147.10000         0.11597         0.11590
      148.10000         0.11724         0.11717
      149.10000         0.11851         0.11844
      150.10000         0.11978         0.11971
      151.10000         0.12105         0.12098
      152.10000         0.12233         0.12226
      153.10000         0.12361         0.12354
      154.10000         0.12490         0.12482
      155.10000         0.12618         0.12610
      156.10000         0.12747         0.12739
      157.10000         0.12876         0.12868
      158.10000         0.13005         0.12997
      159.10000         0.13134         0.13126
      160.10000         0.13264         0.13256
      161.10000         0.13394         0.13386
      162.10000         0.13524         0.13515
      163.10000         0.13654         0.13646
      164.10000         0.13785         0.13776
      165.10000         0.13915         0.13906
      166.10000         0.14046         0.14037
      167.10000         0.14177         0.14168
      168.10000         0.14308         0.14299
      169.10000         0.14440         0.14430
      170.10000         0.14571         0.14562
      171.10000         0.14703         0.14693
      172.10000         0.14835         0.14825
      173.10000         0.14966         0.14957
      174.10000         0.15098         0.15088
      175.10000         0.15231         0.15220
      176.10000         0.15363         0.15353
      177.10000         0.15495         0.15485
      178.10000         0.15628         0.15617
      179.10000         0.15761         0.15750
      180.10000         0.15893         0.15883
      181.10000         0.16026         0.16015
      182.10000         0.16159         0.16148
      183.10000         0.16292         0.16281
      184.10000         0.16426         0.16414
      185.10000         0.16559         0.16547
      186.10000         0.16692         0.16680
      187.10000         0.16825         0.16813
      188.10000         0.16959         0.16947
      189.10000         0.17092         0.17080
      190.10000         0.17226         0.17214
      191.10000         0.17360         0.17347
      192.10000         0.17493         0.17480
      193.10000         0.17627         0.17614
      194.10000         0.17761         0.17748
      195.10000         0.17894         0.17881
      196.10000         0.18028         0.18015
      197.10000         0.18162         0.18148
      198.10000         0.18296         0.18282
      199.10000         0.18430         0.18416
      200.10000         0.18563         0.18549
      201.10000         0.18697         0.18683
      202.10000         0.18831         0.18817
      203.10000         0.18965         0.18950
      204.10000         0.19099         0.19084
      205.10000         0.19233         0.19218
      206.10000         0.19366         0.19351
      207.10000         0.19500         0.19485
      208.10000         0.19634         0.19618
      209.10000         0.19768         0.19752
      210.10000         0.19901         0.19885
      211.10000         0.20035         0.20019
      212.10000         0.20168         0.20152
      213.10000         0.20302         0.20286
      214.10000         0.20436         0.20419
      215.10000         0.20569         0.20552
      216.10000         0.20702         0.20685
      217.10000         0.20836         0.20818
      218.10000         0.20969         0.20951
      219.10000         0.21102         0.21084
      220.10000         0.21235         0.21217
      221.10000         0.21368         0.21350
      222.10000         0.21501         0.21483
      223.10000         0.21634         0.21615
      224.10000         0.21766         0.21748
      225.10000         0.21899         0.21880
      226.10000         0.22032         0.22013
      227.10000         0.22164         0.22145
      228.10000         0.22296         0.22277
      229.10000         0.22429         0.22409
      230.10000         0.22561         0.22541
      231.10000         0.22693         0.22672
      232.10000         0.22824         0.22804
      233.10000         0.22956         0.22936
      234.10000         0.23088         0.23067
      235.10000         0.23219         0.23198
      236.10000         0.23350         0.23329
      237.10000         0.23482         0.23460
      238.10000         0.23613         0.23591
      239.10000         0.23743         0.23721
      240.10000         0.23874         0.23852
      241.10000         0.24005         0.23982
      242.10000         0.24135         0.24112
      243.10000         0.24265         0.24242
      244.10000         0.24395         0.24372
      245.10000         0.24525         0.24502
      246.10000         0.24655         0.24631
      247.10000         0.24784         0.24760
      248.10000         0.24914         0.24890
      249.10000         0.25043         0.25018
      250.10000         0.25172         0.25147
      251.10000         0.25301         0.25276
      252.10000         0.25429         0.25404
      253.10000         0.25558         0.25532
      254.10000         0.25686         0.25660
      255.10000         0.25814         0.25788
      256.10000         0.25941         0.25915
      257.10000         0.26069         0.26043
      258.10000         0.26196         0.26170
      259.10000         0.26323         0.26296
      260.10000         0.26450         0.26423
      261.10000         0.26577         0.26550
      262.10000         0.26704         0.26676
      263.10000         0.26830         0.26802
      264.10000         0.26956         0.26927
      265.10000         0.27082         0.27053
      266.10000         0.27207         0.27178
      267.10000         0.27332         0.27303
      268.10000         0.27457         0.27428
      269.10000         0.27582         0.27552
      270.10000         0.27707         0.27677
      271.10000         0.27831         0.27801
      272.10000         0.27955         0.27924
      273.10000         0.28079         0.28048
      274.10000         0.28203         0.28171
      275.10000         0.28326         0.28294
      276.10000         0.28449         0.28417
      277.10000         0.28572         0.28539
      278.10000         0.28694         0.28661
      279.10000         0.28816         0.28783
      280.10000         0.28938         0.28905
      281.10000         0.29060         0.29026
      282.10000         0.29181         0.29147
      283.10000         0.29302         0.29268
      284.10000         0.29423         0.29388
      285.10000         0.29544         0.29509
      286.10000         0.29664         0.29628
      287.10000         0.29784         0.29748
      288.10000         0.29903         0.29867
      289.10000         0.30023         0.29986
      290.10000         0.30142         0.30105
      291.10000         0.30260         0.30223
      292.10000         0.30379         0.30341
      293.10000         0.30497         0.30459
      294.10000         0.30615         0.30577
      295.10000         0.30732         0.30694
      296.10000         0.30850         0.30811
      297.10000         0.30966         0.30927
      298.10000         0.31083         0.31043
      299.10000         0.31199         0.31159
      300.10000         0.31315         0.31275
      301.10000         0.31431         0.31390
      302.10000         0.31546         0.31505
      303.10000         0.31661         0.31619
      304.10000         0.31776         0.31734
      305.10000         0.31890         0.31848
      306.10000         0.32004         0.31961
      307.10000         0.32117         0.32074
      308.10000         0.32231         0.32187
      309.10000         0.32344         0.32300
      310.10000         0.32456         0.32412
      311.10000         0.32569         0.32524
      312.10000         0.32680         0.32635
      313.10000         0.32792         0.32746
      314.10000         0.32903         0.32857
      315.10000         0.33014         0.32967
      316.10000         0.33125         0.33078
      317.10000         0.33235         0.33187
      318.10000         0.33344         0.33297
      319.10000         0.33454         0.33406
      320.10000         0.33563         0.33514
      321.10000         0.33672         0.33622
      322.10000         0.33780         0.33730
      323.10000         0.33888         0.33838
      324.10000         0.33996         0.33945
      325.10000         0.34103         0.34052
      326.10000         0.34210         0.34158
      327.10000         0.34316         0.34264
      328.10000         0.34422         0.34370
      329.10000         0.34528         0.34475
      330.10000         0.34633         0.34580
      331.10000         0.34739         0.34684
      332.10000         0.34843         0.34789
      333.10000         0.34947         0.34892
      334.10000         0.35051         0.34996
      335.10000         0.35155         0.35098
      336.10000         0.35258         0.35201
      337.10000         0.35360         0.35303
      338.10000         0.35463         0.35405
      339.10000         0.35565         0.35506
      340.10000         0.35666         0.35607
      341.10000         0.35767         0.35708
      342.10000         0.35868         0.35808
      343.10000         0.35968         0.35908
      344.10000         0.36068         0.36007
      345.10000         0.36168         0.36106
      346.10000         0.36267         0.36205
      347.10000         0.36366         0.36303
      348.10000         0.36464         0.36401
      349.10000         0.36562         0.36498
      350.10000         0.36660         0.36595
      351.10000         0.36757         0.36692
      352.10000         0.36854         0.36788
      353.10000         0.36950         0.36884
      354.10000         0.37046         0.36979
      355.10000         0.37141         0.37074
      356.10000         0.37236         0.37168
      357.10000         0.37331         0.37262
      358.10000         0.37425         0.37356
      359.10000         0.37519         0.37449
      360.10000         0.37613         0.37542
      361.10000         0.37706         0.37634
      362.10000         0.37798         0.37726
      363.10000         0.37891         0.37818
      364.10000         0.37982         0.37909
      365.10000         0.38074         0.38000
      366.10000         0.38165         0.38090
      367.10000         0.38255         0.38180
      368.10000         0.38345         0.38269
      369.10000         0.38435         0.38358
      370.10000         0.38524         0.38446
      371.10000         0.38613         0.38535
      372.10000         0.38701         0.38622
      373.10000         0.38789         0.38709
      374.10000         0.38877         0.38796
      375.10000         0.38964         0.38882
      376.10000         0.39050         0.38968
      377.10000         0.39137         0.39054
      378.10000         0.39222         0.39139
      379.10000         0.39308         0.39223
      380.10000         0.39393         0.39308
      381.10000         0.39477         0.39391
      382.10000         0.39561         0.39475
      383.10000         0.39645         0.39557
      384.10000         0.39728         0.39640
      385.10000         0.39811         0.39722
      386.10000         0.39893         0.39803
      387.10000         0.39975         0.39884
      388.10000         0.40057         0.39965
      389.10000         0.40138         0.40045
      390.10000         0.40218         0.40125
      391.10000         0.40298         0.40204
      392.10000         0.40378         0.40283
      393.10000         0.40457         0.40361
      394.10000         0.40536         0.40439
      395.10000         0.40614         0.40516
      396.10000         0.40692         0.40593
      397.10000         0.40770         0.40670
      398.10000         0.40847         0.40746
      399.10000         0.40923         0.40821
      400.10000         0.40999         0.40896
      401.10000         0.41075         0.40971
      402.10000         0.41150         0.41045
      403.10000         0.41225         0.41119
      404.10000         0.41299         0.41192
      405.10000         0.41373         0.41265
      406.10000         0.41447         0.41338
      407.10000         0.41520         0.41410
      408.10000         0.41592         0.41481
      409.10000         0.41664         0.41552
      410.10000         0.41736         0.41623
      411.10000         0.41807         0.41693
      412.10000         0.41878         0.41762
      413.10000         0.41948         0.41831
      414.10000         0.42018         0.41900
      415.10000         0.42087         0.41968
      416.10000         0.42156         0.42036
      417.10000         0.42225         0.42103
      418.10000         0.42293         0.42170
      419.10000         0.42360         0.42237
      420.10000         0.42427         0.42302
      421.10000         0.42494         0.42368
      422.10000         0.42560         0.42433
      423.10000         0.42626         0.42497
      424.10000         0.42691         0.42561
      425.10000         0.42756         0.42625
      426.10000         0.42820         0.42688
      427.10000         0.42884         0.42750
      428.10000         0.42948         0.42812
      429.10000         0.43011         0.42874
      430.10000         0.43073         0.42935
      431.10000         0.43135         0.42996
      432.10000         0.43197         0.43056
      433.10000         0.43258         0.43116
      434.10000         0.43319         0.43175
      435.10000         0.43379         0.43234
      436.10000         0.43439         0.43292
      437.10000         0.43498         0.43350
      438.10000         0.43557         0.43407
      439.10000         0.43615         0.43464
      440.10000         0.43673         0.43520
      441.10000         0.43731         0.43576
      442.10000         0.43788         0.43632
      443.10000         0.43844         0.43686
      444.10000         0.43900         0.43741
      445.10000         0.43956         0.43795
      446.10000         0.44011         0.43848
      447.10000         0.44066         0.43901
      448.10000         0.44120         0.43954
      449.10000         0.44173         0.44005
      450.10000         0.44227         0.44057
      451.10000         0.44280         0.44108
      452.10000         0.44332         0.44158
      453.10000         0.44384         0.44209
      454.10000         0.44436         0.44259
      455.10000         0.44486         0.44307
      456.10000         0.44537         0.44356
      457.10000         0.44587         0.44404
      458.10000         0.44636         0.44451
      459.10000         0.44686         0.44499
      460.10000         0.44734         0.44545
      461.10000         0.44782         0.44590
      462.10000         0.44830         0.44637
      463.10000         0.44878         0.44682
      464.10000         0.44924         0.44726
      465.10000         0.44971         0.44771
      466.10000         0.45016         0.44815
      467.10000         0.45062         0.44857
      468.10000         0.45107         0.44900
      469.10000         0.45151         0.44942
      470.10000         0.45195         0.44983
      471.10000         0.45227         0.45001
      472.10000         0.45282         0.45066
      473.10000         0.45324         0.45106
      474.10000         0.45366         0.45145
      475.10000         0.45408         0.45184
      476.10000         0.45449         0.45222
      477.10000         0.45490         0.45261
      478.10000         0.45530         0.45298
      479.10000         0.45569         0.45334
      480.10000         0.45608         0.45371
      481.10000         0.45648         0.45408
      482.10000         0.45685         0.45442
      483.10000         0.45724         0.45478
      484.10000         0.45761         0.45512
      485.10000         0.45797         0.45545
      486.10000         0.45834         0.45578
      487.10000         0.45870         0.45612
      488.10000         0.45906         0.45644
      489.10000         0.45939         0.45674
      490.10000         0.45975         0.45707
      491.10000         0.46009         0.45738
      492.10000         0.46041         0.45765
      493.10000         0.46076         0.45798
      494.10000         0.46108         0.45826
      495.10000         0.46139         0.45853
      496.10000         0.46172         0.45883
      497.10000         0.46202         0.45909
      498.10000         0.46233         0.45937
      499.10000         0.46264         0.45964
      500.10000         0.46291         0.45986
      501.10000         0.46322         0.46015
      502.10000         0.46351         0.46040
      503.10000         0.46376         0.46059
      504.10000         0.46407         0.46087
      505.10000         0.46434         0.46111
      506.10000         0.46456         0.46123
      507.10000         0.46486         0.46153
      508.10000         0.46458         0.46068
      509.10000         0.46521         0.46163
      510.10000         0.46557         0.46207
      511.10000         0.46583         0.46229
      512.10000         0.46589         0.46213
      513.10000         0.46629         0.46265
      514.10000         0.46655         0.46288
      515.10000         0.46639         0.46232
      516.10000         0.46689         0.46304
      517.10000         0.46719         0.46336
      518.10000         0.46682         0.46239
      519.10000         0.46744         0.46336
      520.10000         0.46779         0.46378
      521.10000         0.46707         0.46213
      522.10000         0.46798         0.46369
      523.10000         0.46832         0.46411
      524.10000         0.46716         0.46162
      525.10000         0.46847         0.46397
      526.10000         0.46879         0.46437
      527.10000         0.46706         0.46078
      528.10000         0.46900         0.46435
      529.10000         0.46923         0.46460
      530.10000         0.46708         0.46022
      531.10000         0.46944         0.46460
      532.10000         0.46964         0.46480
      533.10000         0.46750         0.46047
      534.10000         0.46987         0.46486
      535.10000         0.46996         0.46486
      536.10000         0.46853         0.46194
      537.10000         0.47022         0.46500
      538.10000         0.47019         0.46477
      539.10000         0.46972         0.46371
      540.10000         0.47051         0.46505
      541.10000         0.46950         0.46291
      542.10000         0.47051         0.46474
      543.10000         0.47041         0.46440
      544.10000         0.44314         0.41734
      545.10000         0.45713         0.43907
      546.10000         0.46795         0.45925
      547.10000         0.47024         0.46349
      548.10000         0.46775         0.45854
      549.10000         0.47075         0.46421
      550.10000         0.47064         0.46387
      551.10000         0.46755         0.45788
      552.10000         0.47059         0.46352
      553.10000         0.47080         0.46381
      554.10000         0.46864         0.45964
      555.10000         0.47052         0.46305
      556.10000         0.46811         0.45825
      557.10000         0.46920         0.46035
      558.10000         0.47045         0.46260
      559.10000         0.46594         0.45391
      560.10000         0.46927         0.46018
      561.10000         0.46987         0.46120
      562.10000         0.46680         0.45541
      563.10000         0.46813         0.45781
      564.10000         0.46540         0.45261
      565.10000         0.46779         0.45695
      566.10000         0.46531         0.45222
      567.10000         0.46682         0.45500
      568.10000         0.46395         0.44953
      569.10000         0.46108         0.44496
      570.10000         0.46757         0.45628
      571.10000         0.44974         0.42411
      572.10000         0.46525         0.45195
      573.10000         0.46706         0.45511
      574.10000         0.44161         0.41369
      575.10000         0.46540         0.45199
      576.10000         0.43168         0.39240
      577.10000         0.44741         0.42676
      578.10000         0.46421         0.44968
      579.10000         0.40267         0.35078
      580.10000         0.45832         0.44040
      581.10000         0.42603         0.38601
      582.10000         0.38286         0.34738
      583.10000         0.45918         0.44067
      584.10000         0.36022         0.28912
      585.10000         0.40872         0.38575
      586.10000         0.43690         0.40042
      587.10000         0.27750         0.21682
      588.10000         0.43492         0.41131
      589.10000         0.42295         0.38241
      590.10000         0.30093         0.27567
      591.10000         0.43912         0.40945
      592.10000         0.39311         0.33533
      593.10000         0.35296         0.32708
      594.10000         0.41601         0.36930
      595.10000         0.15696         0.13644
      596.10000         0.35219         0.31310
      597.10000         0.20202         0.17263
      598.10000         0.23406         0.21538
      599.10000         0.40463         0.36685
      600.10000         0.38079         0.31818
      601.10000         0.29453         0.26616
      602.10000         0.40579         0.36179
      603.10000         0.15867         0.17000
      604.10000         0.32958         0.29340
      605.10000         0.38244         0.32368
      606.10000         0.14531         0.12925
      607.10000         0.35374         0.30819
      608.10000         0.35927         0.29556
      609.10000         0.23240         0.20553
      610.10000         0.36412         0.31150
      611.10000         0.31799         0.24570
      612.10000         0.28876         0.25500
      613.10000         0.36105         0.30257
      614.10000         0.17874         0.19260
      615.10000         0.31561         0.26798
      616.10000         0.21542         0.18179
      617.10000         0.10556         0.11553
      618.10000         0.12539         0.12070
      619.10000         0.26989         0.20618
      620.10000         0.34409         0.29948
      621.10000         0.10274         0.11085
      622.10000         0.23493         0.17611
      623.10000         0.30419         0.27019
      624.10000         0.17672         0.14946
      625.10000         0.28640         0.23185
      626.10000         0.25157         0.21985
      627.10000         0.21290         0.18187
      628.10000         0.26939         0.21542
      629.10000         0.19629         0.16582
      630.10000         0.24143         0.20264
      631.10000         0.22434         0.16447
      632.10000         0.14831         0.12606
      633.10000         0.21408         0.17429
      634.10000         0.18824         0.14283
      635.10000         0.15839         0.17092
      636.10000         0.15029         0.11559
      637.10000         0.15321         0.15089
      638.10000         0.10072         0.10764
      639.10000         0.16098         0.12889
      640.10000         0.16224         0.18337
      641.10000         0.10324         0.11377
      642.10000         0.13672         0.11291
      643.10000         0.13545         0.14866
      644.10000         0.10774         0.12146
      645.10000         0.11609         0.10443
      646.10000         0.11425         0.12909
      647.10000         0.14405         0.16706
      648.10000         0.10323         0.10558
      649.10000         0.11698         0.13454
      650.10000         0.11209         0.12775
      651.10000         0.10168         0.10647
      652.10000         0.13170         0.15121
      653.10000         0.11296         0.12991
      654.10000         0.12375         0.14172
      655.10000         0.15713         0.17768
      656.10000         0.10789         0.12263
      657.10000         0.10139         0.11192
      658.10000         0.21903         0.24332
      659.10000         0.10292         0.11578
      660.10000         0.10217         0.11411
      661.10000         0.18897         0.20798
      662.10000         0.09918         0.10948
      663.10000         0.10653         0.12152
      664.10000         0.12808         0.14476
      665.10000         0.10011         0.11200
      666.10000         0.11445         0.13134
      667.10000         0.16658         0.18513
      668.10000         0.30924         0.31337
      669.10000         0.17668         0.20053
      670.10000         0.25269         0.27445
      671.10000         0.14060         0.15583
      672.10000         0.09937         0.11178
      673.10000         0.12752         0.14643
      674.10000         0.13210         0.15293
      675.10000         0.09838         0.11051
      676.10000         0.17237         0.19323
      677.10000         0.10476         0.12065
      678.10000         0.10277         0.11753
      679.10000         0.17540         0.19329
      680.10000         0.09623         0.10782
      681.10000         0.11685         0.13429
      682.10000         0.12820         0.14490
      683.10000         0.09364         0.10248
      684.10000         0.13658         0.15604
      685.10000         0.09621         0.10871
      686.10000         0.09431         0.10304
      687.10000         0.20716         0.22691
      688.10000         0.10495         0.11728
      689.10000         0.10137         0.11627
      690.10000         0.10167         0.11683
      691.10000         0.10150         0.09402
      692.10000         0.14609         0.16028
      693.10000         0.09409         0.09278
      694.10000         0.10332         0.09331
      695.10000         0.13094         0.14712
      696.10000         0.08814         0.08696
      697.10000         0.08982         0.09250
      698.10000         0.09570         0.08938
      699.10000         0.15154         0.11968
      700.10000         0.11963         0.14163
      701.10000         0.15917         0.12347
      702.10000         0.13461         0.12571
      703.10000         0.09201         0.08685
      704.10000         0.17338         0.20426
      705.10000         0.15542         0.11634
      706.10000         0.19343         0.15918
      707.10000         0.17475         0.14838
      708.10000         0.07880         0.08421
      709.10000         0.20859         0.15899
      710.10000         0.22191         0.17896
      711.10000         0.19897         0.17619
      712.10000         0.08880         0.09995
      713.10000         0.12928         0.12974
      714.10000         0.28927         0.24465
      715.10000         0.14106         0.12099
      716.10000         0.21023         0.18298
      717.10000         0.28311         0.22229
      718.10000         0.20374         0.16363
      719.10000         0.14677         0.15795
      720.10000         0.09201         0.10651
      721.10000         0.16903         0.12452
      722.10000         0.23692         0.19368
      723.10000         0.33982         0.28470
      724.10000         0.32315         0.26120
      725.10000         0.27864         0.22929
      726.10000         0.35461         0.30043
      727.10000         0.22358         0.15133
      728.10000         0.27164         0.22600
      729.10000         0.35524         0.30129
      730.10000         0.17731         0.19119
      731.10000         0.28890         0.24696
      732.10000         0.32819         0.25889
      733.10000         0.07384         0.07999
      734.10000         0.30282         0.26114
      735.10000         0.33633         0.27740
      736.10000         0.09174         0.08202
      737.10000         0.31515         0.27614
      738.10000         0.34862         0.29546
      739.10000         0.12199         0.10688
      740.10000         0.28582         0.23481
      741.10000         0.21351         0.17166
      742.10000         0.14398         0.12921
      743.10000         0.34179         0.30707
      744.10000         0.38715         0.34453
      745.10000         0.16409         0.15003
      746.10000         0.36081         0.32813
      747.10000         0.37510         0.32310
      748.10000         0.18739         0.16521
      749.10000         0.37059         0.34079
      750.10000         0.38526         0.33973
      751.10000         0.21915         0.17951
      752.10000         0.38211         0.35487
      753.10000         0.38594         0.34089
      754.10000         0.25780         0.18693
      755.10000         0.39176         0.37005
      756.10000         0.39646         0.36034
      757.10000         0.31068         0.24222
      758.10000         0.39728         0.37794
      759.10000         0.41933         0.40182
      760.10000         0.35703         0.30115
      761.10000         0.40378         0.38043
      762.10000         0.42137         0.40661
      763.10000         0.38276         0.33994
      764.10000         0.40681         0.38424
      765.10000         0.42217         0.40922
      766.10000         0.39997         0.36948
      767.10000         0.40821         0.38575
      768.10000         0.42153         0.40922
      769.10000         0.40984         0.38854
      770.10000         0.41491         0.39766
      771.10000         0.41554         0.39925
      772.10000         0.41382         0.39675
      773.10000         0.42062         0.40948
      774.10000         0.41508         0.39932
      775.10000         0.41656         0.40286
      776.10000         0.42062         0.41070
      777.10000         0.41375         0.39813
      778.10000         0.41838         0.40729
      779.10000         0.41948         0.40978
      780.10000         0.41376         0.39953
      781.10000         0.41905         0.40979
      782.10000         0.41895         0.41000
      783.10000         0.41644         0.40578
      784.10000         0.41854         0.41010
      785.10000         0.41455         0.40278
      786.10000         0.41776         0.40946
      787.10000         0.41794         0.41022
      788.10000         0.41474         0.40450
      789.10000         0.41729         0.40985
      790.10000         0.41630         0.40838
      791.10000         0.36916         0.34369
      792.10000         0.39049         0.36198
      793.10000         0.41168         0.40088
      794.10000         0.41531         0.40824
      795.10000         0.40945         0.39766
      796.10000         0.41484         0.40824
      797.10000         0.41427         0.40759
      798.10000         0.40941         0.39891
      799.10000         0.41366         0.40732
      800.10000         0.41277         0.40604
      801.10000         0.40933         0.40005
      802.10000         0.41250         0.40644
      803.10000         0.40366         0.38974
      804.10000         0.40991         0.40241
      805.10000         0.41130         0.40549
      806.10000         0.40286         0.38967
      807.10000         0.40964         0.40322
      808.10000         0.41008         0.40453
      809.10000         0.40169         0.38891
      810.10000         0.40903         0.40342
      811.10000         0.40882         0.40350
      812.10000         0.40253         0.39192
      813.10000         0.40795         0.40275
      814.10000         0.40749         0.40233
      815.10000         0.40373         0.39559
      816.10000         0.40676         0.40185
      817.10000         0.40524         0.39936
      818.10000         0.40459         0.39863
      819.10000         0.40549         0.40083
      820.10000         0.40379         0.39798
      821.10000         0.40427         0.39942
      822.10000         0.40417         0.39970
      823.10000         0.40261         0.39714
      824.10000         0.40321         0.39881
      825.10000         0.40281         0.39851
      826.10000         0.40166         0.39677
      827.10000         0.40185         0.39763
      828.10000         0.39926         0.39306
      829.10000         0.40055         0.39607
      830.10000         0.40046         0.39639
      831.10000         0.39992         0.39583
      832.10000         0.39941         0.39534
      833.10000         0.39908         0.39518
      834.10000         0.39854         0.39462
      835.10000         0.39800         0.39407
      836.10000         0.39760         0.39379
      837.10000         0.39713         0.39336
      838.10000         0.39657         0.39278
      839.10000         0.39608         0.39232
      840.10000         0.39569         0.39206
      841.10000         0.39514         0.39149
      842.10000         0.39468         0.39109
      843.10000         0.39422         0.39071
      844.10000         0.39367         0.39014
      845.10000         0.39326         0.38983
      846.10000         0.39273         0.38931
      847.10000         0.39218         0.38874
      848.10000         0.39177         0.38845
      849.10000         0.39122         0.38789
      850.10000         0.39075         0.38748
      851.10000         0.39025         0.38701
      852.10000         0.38970         0.38644
      853.10000         0.38926         0.38611
      854.10000         0.38872         0.38556
      855.10000         0.38821         0.38509
      856.10000         0.38774         0.38468
      857.10000         0.38715         0.38404
      858.10000         0.38671         0.38369
      859.10000         0.38620         0.38321
      860.10000         0.38569         0.38273
      861.10000         0.38518         0.38225
      862.10000         0.38462         0.38169
      863.10000         0.38404         0.38107
      864.10000         0.38320         0.37994
      865.10000         0.38311         0.38029
      866.10000         0.38259         0.37980
      867.10000         0.38207         0.37930
      868.10000         0.38155         0.37881
      869.10000         0.38100         0.37827
      870.10000         0.38050         0.37781
      871.10000         0.37998         0.37731
